full_name,pha,diameter,rot_per,e [rad],a [au],I [deg],L [deg],long.node.  [deg],long.peri.  [deg],ma,n,per_y
393908 (2005 UH3),N,,,0.546,1.726,44.78,508.18,53.31,309.19,145.68,0.4345,2.27
394130 (2006 HY51),N,1.218,,0.9685,2.589,33.58,516.02,40.59,342,133.43,0.2367,4.16
394783 (2008 HD3),N,,,0.3361,1.131,52.01,800.83,222.07,223.75,355.01,0.819,1.2
395143 (2010 CN1),N,0.636,,0.4391,1.499,20.97,444.54,216.42,192.49,35.63,0.5371,1.83
395207 (2010 HQ80),Y,0.724,,0.4893,1.568,27.85,364.55,218.47,66.3,79.78,0.5019,1.96
395289 (2011 BJ2),N,,7.03,0.3472,1.29,49.9,217.55,33.99,84.11,99.45,0.6725,1.47
396730 (2003 KX16),N,,,0.5789,1.334,23.62,132.76,94.27,28.33,10.16,0.6395,1.54
396793 (2004 JN2),N,,,0.6085,1.068,19.76,414.22,228.32,179.95,5.95,0.8933,1.1
396794 (2004 KT),N,,,0.6643,1.854,43.63,570.15,267.91,238.47,63.77,0.3903,2.53
397237 (2006 KZ112),N,1.18,,0.887,2.523,37.83,749.64,166.32,358.2,225.12,0.246,4.01
397474 (2007 PP6),N,,,0.8354,2.166,18.55,197.55,77.15,13,107.4,0.3091,3.19
397847 (2008 TA1),N,,,0.4483,1.396,14.83,307.59,22,145.69,139.9,0.5974,1.65
399308 (1993 GD),N,,,0.2381,1.102,15.46,624.35,201.42,202.11,220.82,0.8515,1.16
399325 (1999 GY5),N,0.669,,0.6148,1.146,24.43,772.09,203.38,232.23,336.48,0.8029,1.23
399433 (2001 YK4),N,1.339,,0.777,2.654,4.38,479.41,155.7,210.84,112.87,0.2279,4.32
399457 (2002 PD43),Y,,,0.9563,2.507,25.94,750.02,315.04,210.99,223.99,0.2483,3.97
399774 (2005 NB7),Y,,3.4882,0.5174,2.044,12.7,784.96,199.16,348.16,237.64,0.3372,2.92
401856 (2000 KW43),Y,,,0.4779,1.452,24.27,164.85,82.62,63.6,18.63,0.563,1.75
401857 (2000 PG3),N,4.2,,0.8554,2.825,22.04,470.38,323.56,141.25,5.57,0.2076,4.75
401925 (2002 AT15),N,0.475,,0.4752,1.894,36.38,670.02,108.4,266.52,295.1,0.3781,2.61
401998 (2003 MO),N,,50,0.876,1.97,21.47,646.19,240.06,164.67,241.46,0.3566,2.76
404108 (2012 SF51),N,,,0.687,2.505,20.79,451.01,1.14,156.62,293.25,0.2487,3.96
405212 (2003 QC10),Y,,15.27,0.7313,1.373,5.04,498.75,359.96,120.87,17.92,0.6124,1.61
405762 (2005 YO180),Y,,,0.448,1.481,5.77,277.07,7.72,87.75,181.6,0.5469,1.8
406213 (2007 AB2),Y,,8.545,0.5457,1.919,1.46,673.55,126.84,280.93,265.78,0.3707,2.66
406952 (2009 KJ),N,0.772,,0.7175,1.241,32.96,169.74,12.49,67.11,90.14,0.713,1.38
407324 (2010 OB101),N,0.281,,0.5227,1.617,9.13,599.37,260.89,334.47,4.01,0.4795,2.06
407338 (2010 RQ30),N,,,0.4761,1.584,4.92,410.78,137.44,7.91,265.43,0.4944,1.99
407653 (2011 QF3),N,,,0.5122,2.054,9.77,551.55,172.61,315.37,63.57,0.3349,2.94
408752 (1991 TB2),N,,,0.7922,2.046,7.93,569.49,291.88,199.4,78.21,0.3369,2.93
408792 (2000 GF2),Y,,,0.3777,1.341,9.63,528.04,176.01,108.1,243.93,0.635,1.55
408980 (2002 RB126),N,,16.21,0.7227,1.43,15.03,237.41,6.83,225.01,5.57,0.5766,1.71
409836 (2006 QY110),Y,0.554,,0.5741,1.924,6.4,706.12,222.61,221.63,261.88,0.3693,2.67
410088 (2007 EJ),N,1.032,4.5569,0.6294,2.501,8.33,241.89,61.74,3.62,176.53,0.2492,3.96
410627 (2008 RG1),Y,,,0.4431,1.316,13.09,904.23,347.79,257.45,298.99,0.6528,1.51
410777 (2009 FD),N,0.472,4,0.4929,1.164,3.13,387.29,9.26,281.56,96.47,0.7848,1.26
410778 (2009 FG19),Y,1.457,8,0.7191,2.912,54.5,325.32,187.51,120.4,17.41,0.1984,4.97
411165 (2010 DF1),N,0.159,45.8,0.5032,1.598,20.08,302.52,154.84,101.81,45.87,0.4877,2.02
412977 (1990 UO),N,,,0.7727,1.257,31.59,869.66,205.58,333.53,330.55,0.6993,1.41
413989 (2007 EL88),Y,,,0.5218,1.12,30.84,550.32,198.44,116.16,235.72,0.832,1.18
414287 (2008 OB9),Y,1.974,42.5,0.7597,3.203,13.5,704.02,202.7,238.56,262.76,0.172,5.73
414429 (2009 DC43),N,2.866,,0.4894,1.801,20.85,398.42,84.23,172.86,141.33,0.4078,2.42
414772 (2010 OC103),N,1.466,,0.672,1.195,23.11,290.58,17.94,178.33,94.31,0.7549,1.31
414800 (2010 SV3),N,,,0.5154,1.512,6.18,499.76,23.97,224.62,251.17,0.5299,1.86
414990 (2011 EM51),Y,,,0.3353,1.321,1.86,561.88,134.15,142.26,285.47,0.649,1.52
415027 (2011 SG5),N,,,0.3865,1.31,26.63,555.11,229.79,26.59,298.73,0.6575,1.5
415029 (2011 UL21),Y,,2.732,0.6536,2.123,34.89,610.54,275.32,285,50.22,0.3187,3.09
415745 (2000 GV147),Y,,,0.457,1.747,10.56,478.97,68.64,216.11,194.22,0.427,2.31
415987 (2002 AE9),N,,,0.4362,1.122,37.89,582.45,127.45,129.19,325.81,0.8291,1.19
416151 (2002 RQ25),Y,,12.191,0.3064,1.112,4.57,270.57,10.46,225.74,34.37,0.8408,1.17
416195 (2002 TR190),Y,,,0.1599,1.077,26.92,300.49,24.21,104.79,171.49,0.8819,1.12
416283 (2003 MM),N,,,0.2562,1.053,8.54,502.3,127.6,19.82,354.88,0.9119,1.08
416591 (2004 LC2),Y,,4.677,0.7347,1.865,10.98,708.79,84.25,290.72,333.82,0.3869,2.55
416694 (2004 YR32),N,2.292,50.3,0.6983,3.069,20.44,423.23,89.9,89.06,244.27,0.1833,5.38
416801 (2005 GC120),Y,0.906,9,0.4974,1.193,16.54,599.43,67.93,258.31,273.19,0.7559,1.3
417211 (2005 XL80),Y,,,0.4872,1.727,10.91,260.22,53.31,143.78,63.13,0.4343,2.27
417581 (2006 VA3),N,,,0.6782,1.603,53.37,877.24,312.92,307.77,256.55,0.4856,2.03
417612 (2006 WQ29),Y,,,0.3938,1.601,8.07,363.34,111.97,136.61,114.76,0.4865,2.03
417634 (2006 XG1),Y,0.418,,0.5958,2.458,20.5,614.89,38.46,344.14,232.29,0.2557,3.85
417816 (2007 FA),Y,,,0.2657,1.25,16.33,424.07,156.4,135.44,132.23,0.7051,1.4
417871 (2007 MB24),Y,,,0.6999,1.876,47.71,829.21,271.11,269.13,288.97,0.3835,2.57
417874 (2007 NC5),N,,,0.887,2.445,19.29,383.83,165.84,20.58,197.41,0.2578,3.82
417949 (2007 TB23),Y,,,0.1977,1.262,38.29,387.01,40.1,173.86,173.05,0.6952,1.42
418094 (2007 WV4),Y,0.89,9.929,0.4407,1.486,38.34,597.96,249.86,297.67,50.43,0.5439,1.81
418135 (2008 AG33),Y,,,0.3367,1.459,16.01,350.44,38.29,155.54,156.61,0.5594,1.76
418233 (2008 DV),N,,,0.4517,1.731,31.3,639.34,308.9,258.62,71.82,0.4329,2.28
418416 (2008 LV16),Y,,,0.6255,2.089,4.72,483.78,236.47,121.97,125.34,0.3265,3.02
418849 (2008 WM64),Y,,2.4055,0.1064,1.006,33.52,354.17,91.43,256.77,5.97,0.9769,1.01
418896 (2009 AK15),N,,4.3,0.4289,1.31,13.83,338.71,186.78,6.51,145.42,0.6574,1.5
418900 (2009 BE2),N,,,0.3534,1.56,23.44,510.26,93.05,138.37,278.84,0.506,1.95
419472 (2010 DW1),Y,0.459,,0.2002,1.225,23.77,453.21,157.11,9.65,286.45,0.7269,1.36
419624 (2010 SO16),Y,0.357,,0.0754,1.004,14.51,352.1,40.35,109.24,202.51,0.9799,1.01
419880 (2011 AH37),Y,0.982,,0.6721,2.548,9.66,581.03,102.04,322.4,156.59,0.2423,4.07
419922 (2011 BJ24),N,,,0.6413,2.404,8.09,637.6,191.06,188.89,257.65,0.2644,3.73
420048 (2011 DL19),N,,,0.4121,1.609,28.21,786.76,274.09,293.79,218.88,0.4828,2.04
420210 (2011 HF),Y,,,0.2346,1.284,10.62,681.72,204.88,149.66,327.18,0.6778,1.45
420262 (2011 KD11),N,,,0.4228,1.588,17.13,802.03,257.47,253.45,291.11,0.4926,2
420286 (2011 RZ),N,,,0.5323,2.133,36.58,733.09,332.05,278.41,122.63,0.3165,3.11
420591 (2012 HF31),N,,,0.4426,1.554,9.11,412.41,325.72,30.4,56.29,0.5089,1.94
422638 (1994 CB),N,0.193,8.676,0.1451,1.149,18.26,841.44,310.62,288.54,242.28,0.7998,1.23
422699 (2000 PD3),Y,0.619,42.484,0.592,1.999,7.7,580.14,298.64,110.23,171.27,0.3488,2.83
422787 (2001 WS1),Y,,,0.6184,2.591,13.24,181.52,1.29,5.23,175,0.2363,4.17
423022 (2003 TJ2),N,,,0.4743,1.318,17.45,1000.18,341.46,299,359.72,0.6512,1.51
423100 (2004 BX1),N,,,0.8406,2.409,19.81,439.08,92.43,169.11,177.54,0.2636,3.74
423709 (2006 BQ6),Y,,4.416,0.4049,1.472,13,709.03,307.62,304.8,96.61,0.552,1.79
424392 (2007 YJ),N,0.239,,0.2798,1.103,3.31,287.5,28.87,199.39,59.24,0.8505,1.16
424482 (2008 DG5),Y,,,0.2426,1.255,5.71,470.62,244.01,59.72,166.89,0.7007,1.41
426071 (2012 CD29),N,,,0.6486,1.025,19.29,654.58,144.71,152.42,357.45,0.9493,1.04
428209 (2006 VC),Y,,7.8,0.492,1.942,12.25,314.03,87.53,19.22,207.28,0.3642,2.71
428223 (2006 WW),N,2.525,,0.8679,2.682,32.72,333.82,88.19,197.95,47.68,0.2243,4.39
428694 Saule (2008 OS9),N,,8.43,0.6481,1.601,19.14,748.26,133.38,288.35,326.53,0.4864,2.03
429094 (2009 SG2),Y,,,0.1702,1.121,25.98,589.85,9.07,252.98,327.8,0.8305,1.19
429389 (2010 PR10),N,,,0.176,1.198,9.16,629.59,334.45,65.29,229.85,0.7515,1.31
429584 (2011 EU29),Y,,43.5,0.6999,2.503,2.57,603.86,177.14,251.23,175.49,0.2489,3.96
429736 (2011 MB2),N,,,0.4156,1.044,12.6,487.74,64.73,321.17,101.84,0.9239,1.07
430440 (2000 OH),Y,,,0.5931,2.421,18.75,796.16,283.62,355.55,156.99,0.2617,3.77
430544 (2002 GM2),Y,,2.633,0.8068,2.201,3.35,779.39,338.95,84.77,355.67,0.3019,3.26
430804 (2005 AD13),Y,,,0.7549,1.949,12.38,482.12,102.74,263.66,115.72,0.3621,2.72
431698 (2008 ES),N,,,0.7568,2.296,9.12,541.99,134.25,164.73,243.01,0.2833,3.48
431760 (2008 HE),N,,,0.9506,2.262,9.84,719.04,215.32,185.38,318.34,0.2897,3.4
432509 (2010 FF7),N,,,0.8281,1.405,16.18,714.33,61.03,342.53,310.77,0.5918,1.67
433303 (2013 NX),N,,0.1529,0.1697,1.032,6.32,572.97,112.62,312.66,147.69,0.9397,1.05
433939 (1995 DW1),N,,,0.4369,1.04,15.06,894.88,348.8,327.06,219.02,0.9292,1.06
433953 (1997 XR2),Y,0.259,9.3205,0.2008,1.076,7.19,426.85,250.66,84.65,91.54,0.8828,1.12
434096 (2002 GO5),Y,0.528,,0.7679,1.896,13.77,332.71,22.6,65.35,244.76,0.3776,2.61
434188 (2003 AD23),Y,,,0.7627,1.645,23.34,495.44,101.48,241.67,152.29,0.4671,2.11
434196 (2003 HG2),Y,,,0.1346,1.062,19.78,785.15,214.24,225.4,345.51,0.9002,1.09
434344 (2004 RV10),N,,,0.2856,1.377,36.87,527.68,161.52,272.43,93.73,0.61,1.62
434500 (2005 SB71),N,,,0.2573,1.264,13.21,492.08,200.58,100.46,191.04,0.6938,1.42
434632 (2005 WE),N,1.15,,0.2513,1.151,12.37,498.09,289.92,22.65,185.52,0.7981,1.24
434633 (2005 WB1),Y,0.31,,0.3554,1.264,22.88,491.25,61.41,265.73,164.11,0.6937,1.42
434677 (2006 BZ7),Y,,,0.3665,1.49,68.42,552.83,262.95,188.79,101.09,0.5419,1.82
434734 (2006 FX),Y,,,0.438,1.495,24.64,563.83,181.15,299.49,83.19,0.5392,1.83
434740 (2006 GZ),N,0.997,,0.3799,1.528,12.49,528.81,25.58,292.49,210.74,0.5221,1.89
434786 (2006 PW),N,,,0.6514,1.381,35.91,459.34,132.92,325.15,1.27,0.6072,1.62
435159 (2007 LQ19),Y,,,0.6299,2.605,17.06,358.8,110.83,207.69,40.28,0.2344,4.21
435441 (2008 DJ5),N,,,0.4179,1.254,8.07,874.74,358.87,326.77,189.1,0.702,1.4
435548 (2008 QT3),Y,,,0.5285,2.012,7.25,629,271.9,160.98,196.12,0.3453,2.85
436037 (2009 NJ),N,,,0.6581,1.869,8.24,707.18,254.38,132.84,319.96,0.3859,2.55
436325 (2010 GR7),N,0.452,,0.8456,1.831,24.13,625.72,157.56,192.01,276.15,0.3977,2.48
436329 (2010 GX62),Y,0.622,,0.699,2.971,21.83,840.09,206.93,317,316.16,0.1925,5.12
436568 (2011 HB53),N,,,0.7028,2.364,30,715.23,83.72,351.09,280.42,0.2711,3.64
436724 (2011 UW158),Y,,0.61073,0.3765,1.621,4.57,468.86,285.95,8.82,174.09,0.4777,2.06
436761 (2012 DN),N,2.773,,0.5932,2.235,19.95,729.23,143.25,247.34,338.64,0.295,3.34
436763 (2012 FN52),N,,,0.6651,1.979,22.62,662.75,93.09,350.36,219.3,0.354,2.78
436774 (2012 KY3),Y,,,0.4864,1.232,21.39,187.74,21.51,87.25,78.98,0.7212,1.37
436775 (2012 LC1),N,,5.687,0.7644,2.01,34.39,240.99,53.73,52.44,134.82,0.3457,2.85
437316 (2013 OS3),N,,5.593,0.4684,1.829,29.89,836.44,297.59,224.67,314.18,0.3984,2.47
437846 (1999 RJ27),N,,,0.3527,1.479,25.78,295.57,170.27,64.41,60.89,0.5481,1.8
437905 (2001 XU30),Y,,,0.6637,2.198,8.93,527.14,72,107.12,348.02,0.3026,3.26
437965 (2003 AL73),N,,,0.6946,2.541,9.65,671.31,217.33,336.4,117.58,0.2434,4.05
437994 (2003 UL12),N,1.078,,0.7032,3.28,19.81,644.84,192.73,275.25,176.86,0.1659,5.94
438017 (2003 YO3),N,,,0.3663,1.45,24.61,777.92,291.36,168.77,317.79,0.5645,1.75
438105 (2005 GO22),Y,,4.103,0.8234,1.914,1.56,233.91,61.76,19.09,153.06,0.3722,2.65
438107 (2005 GY110),N,0.663,,0.6864,1.849,12.65,755.29,294.6,169.14,291.55,0.3921,2.51
438116 (2005 NX44),N,,,0.9074,2.216,36.5,847.55,308.83,215.18,323.54,0.2988,3.3
438661 (2008 EP6),Y,,,0.2932,1.209,17.72,665.34,303.22,130.3,231.82,0.7415,1.33
438908 (2009 XO),Y,,,0.5434,1.859,0.35,456.04,27.95,140.52,287.57,0.3889,2.53
438955 (2010 LN14),Y,,3.842,0.4746,1.154,1.47,514.98,342.96,33.25,138.77,0.7953,1.24
438990 (2010 SG13),N,0.818,,0.7485,1.252,33.8,792.17,252.94,225.12,314.11,0.7032,1.4
439313 (2012 VE82),Y,,,0.5437,2.11,9.92,309.49,110.4,186.45,12.64,0.3215,3.07
439437 (2013 NK4),Y,,,0.5499,1.023,6.55,317.27,33.7,50.57,233,0.9531,1.03
439877 (1999 XM141),Y,,,0.3691,1.236,21.62,516.58,72.98,105.8,337.8,0.7172,1.37
440212 (2004 OB),Y,,,0.4304,1.681,3.44,453.16,174.52,223.35,55.29,0.4523,2.18
441058 (2007 PH25),N,,,0.811,2.545,53.22,546.3,150.26,331.82,64.22,0.2427,4.06
441641 (2008 WZ13),Y,,,0.5625,1.995,8.2,351.39,51.73,133.93,165.73,0.3498,2.82
441987 (2010 NY65),Y,0.228,4.9706,0.3701,1.003,11.54,695.64,267.92,252.07,175.65,0.9805,1.01
442037 (2010 PR66),Y,0.695,2.0734,0.6872,2.927,17.6,922.56,292.75,319.52,310.29,0.1968,5.01
442523 (2011 WU95),Y,,,0.4245,1.667,6.72,385.56,67.67,242.41,75.48,0.458,2.15
442605 (2012 HY33),N,0.44,,0.5435,1.998,14.7,433.23,63.58,270.82,98.83,0.3491,2.82
443103 (2013 WT67),Y,,135,0.1922,1.035,21.47,580.86,322.75,99.03,159.08,0.9362,1.05
443104 (2013 XK22),N,,,0.2032,1.046,6.99,877.38,268.33,265.78,343.27,0.9219,1.07
443806 (1998 FL3),Y,0.288,,0.2478,1.26,26.39,493.98,180.1,121.34,192.54,0.6969,1.41
443880 (2001 UZ16),Y,0.228,13.719,0.4263,1.76,12.67,671.85,323.1,28.63,320.12,0.422,2.34
444004 (2004 AS1),Y,,,0.1744,1.07,17.21,759.45,322.53,262.12,174.8,0.8899,1.11
444193 (2005 SE71),Y,0.437,66.8,0.1944,1.069,24.83,140.12,39.1,78.29,22.73,0.8911,1.11
444584 (2006 UK),Y,,5.721,0.5389,1.494,4.75,752.24,243.92,252.35,255.97,0.5398,1.83
445025 (2008 NS1),N,2.098,,0.809,2.409,13.47,642.36,305.78,211.12,125.46,0.2637,3.74
445305 (2010 DM56),Y,0.762,,0.2927,1.306,25.6,748.47,349.61,48.17,350.69,0.6601,1.49
445775 (2011 YA),N,,,0.7592,2.113,5.19,603.66,340,227.67,35.99,0.321,3.07
445830 (2012 CL19),N,,,0.4412,1.562,2.87,630.16,128.51,295.33,206.32,0.505,1.95
445974 (2013 BJ18),Y,,,0.364,1.478,3.71,348.94,90.82,159.61,98.51,0.5486,1.8
446791 (1998 SJ70),Y,,19.15,0.7056,2.237,7.3,572.77,21.43,246.99,304.35,0.2945,3.35
446833 (2001 RB12),N,,5.299,0.3813,1.052,6.61,543.89,333.19,141.71,68.99,0.9133,1.08
446862 (2001 VB76),Y,,,0.3483,1.459,4.24,815.39,259.39,248.5,307.5,0.5594,1.76
447221 (2005 UO5),N,,,0.1503,1.161,19.68,466.93,50.74,76.36,339.83,0.7877,1.25
447755 (2007 JX2),Y,,,0.5261,1.708,4.22,452.5,44.31,87.95,320.24,0.4414,2.23
447903 (2007 XJ20),N,,,0.6001,1.693,10.65,377.44,56.54,152.03,168.87,0.4475,2.2
448003 (2008 DE),Y,,,0.414,1.714,14.77,349.11,55.91,179.2,114,0.4392,2.24
448628 (2010 VF1),N,,,0.6531,1.244,22.15,845.16,216.34,334.34,294.48,0.7102,1.39
448721 (2011 BN24),Y,,8,0.4125,1.544,3.94,585.82,195.74,61.85,328.23,0.5137,1.92
449089 (2012 SC22),N,,,0.6318,1.319,12.61,762.68,344.34,167.5,250.84,0.651,1.51
449107 (2012 VJ82),N,,,0.3899,1.359,15.72,644.64,257.4,271.88,115.36,0.6221,1.58
450142 (1998 XN2),Y,,,0.542,1.998,1.79,448.34,255.19,127,66.15,0.3489,2.82
450143 (1999 ED5),N,,,0.4663,1.746,18.18,631.9,5.51,274.02,352.37,0.4272,2.31
450159 (2000 JJ5),N,0.735,,0.7024,1.91,9.45,229.93,59.83,50.9,119.2,0.3733,2.64
450160 (2000 RM12),N,,14.51,0.6674,2.433,57.25,562.74,354.42,101.94,106.38,0.2597,3.8
450259 (2003 WQ7),N,,,0.4531,1.8,17.8,337.78,38.56,100.19,199.03,0.4081,2.42
450263 (2003 WD158),Y,,1540,0.4091,1.426,16.73,211.68,92.2,102.39,17.09,0.5785,1.7
450270 (2004 AE),Y,,,0.3326,1.432,18.72,531.35,307.56,193.19,30.6,0.5754,1.71
450293 (2004 LV3),Y,,,0.2757,1.231,35.34,632.27,273.47,121.35,237.45,0.7213,1.37
450894 (2008 BT18),Y,,2.5702,0.5946,2.22,8.15,585.51,107.53,139.4,338.58,0.2981,3.31
451003 (2008 UD1),Y,,,0.4637,1.716,6.48,469.24,154.19,6.69,308.36,0.4386,2.25
451124 (2009 KC3),Y,2.188,,0.6984,3.209,10.01,909.14,340.11,337.28,231.75,0.1715,5.75
451157 (2009 SQ104),Y,,,0.2795,1.285,4.02,504.68,56.52,95.68,352.48,0.6769,1.46
451297 (2010 TK54),Y,,,0.496,1.84,30.79,567.16,28.14,223.01,316.01,0.3949,2.5
451370 (2011 AK5),Y,,,0.2308,1.188,5.52,700.37,316.78,325.69,57.9,0.7613,1.29
452302 (1995 YR1),Y,,5.006,0.8268,1.698,3.58,552.32,106.52,110.04,335.76,0.4453,2.21
452313 (1998 XR16),N,1.514,,0.5814,2.273,20.5,332.03,91.48,68.57,171.98,0.2877,3.43
452334 (2001 LB),N,,,0.1891,1.236,20.8,237.08,80.87,118.25,37.96,0.7173,1.37
452376 (2002 AC5),Y,,,0.4937,1.76,16.55,704.53,82.37,331.72,290.44,0.4221,2.34
452474 (2004 BG11),N,,,0.4875,1.776,34.11,427.94,108.15,83.86,235.93,0.4165,2.37
452639 (2005 UY6),N,2.249,,0.8726,2.249,12.21,712.05,343.54,180.92,187.59,0.2922,3.37
452807 (2006 KV89),Y,,,0.2726,1.15,3.55,179.14,71.69,87.81,19.64,0.7993,1.23
453707 (2010 XY72),Y,0.495,13.248,0.2287,1.133,31.48,551.88,34.42,307.01,210.45,0.8171,1.21
453729 (2011 BO24),Y,,,0.278,1.381,20.37,310.14,91.47,178.61,40.06,0.6076,1.62
454094 (2013 BZ45),Y,0.167,0.4831,0.1448,1.015,11.85,326.01,131.05,98.76,96.2,0.9638,1.02
454100 (2013 BO73),Y,0.548,1.1,0.4182,1.331,4.54,679.07,24.78,298.15,356.14,0.6415,1.54
454101 (2013 BP73),Y,,,0.6287,1.328,6.85,655.3,80.03,251.89,323.38,0.6437,1.53
455148 (1994 UG),Y,,,0.2929,1.239,5.21,282,13.6,225.47,42.93,0.7145,1.38
455176 (1999 VF22),Y,,6.681,0.7388,1.313,3.92,518.68,3.22,271.98,243.48,0.6554,1.5
455299 (2002 EL6),Y,0.537,,0.5779,2.304,9.53,417.29,84.87,186.71,145.71,0.2818,3.5
455426 (2003 MT9),N,0.685,,0.9224,2.533,6.84,520.88,233.38,200.7,86.8,0.2445,4.03
455550 (2004 JO2),N,,9.94,0.5684,2.293,18.76,623.18,222.4,127.65,273.13,0.2839,3.47
455554 (2004 MQ1),N,,,0.7052,2.407,11.13,524.9,56.96,332.11,135.83,0.2639,3.73
455588 (2004 RU331),N,,10.054,0.244,1.241,17.46,572.73,201.56,261.84,109.33,0.7127,1.38
455594 (2004 SV55),N,1.625,,0.6582,1.759,41.17,860.82,344.5,280.87,235.45,0.4225,2.33
455795 (2005 SF),N,1.242,,0.6545,1.951,10.11,277.64,110.42,148.91,18.31,0.3617,2.73
455956 (2005 VE),N,,,0.2754,1.064,22.42,489.05,223.37,31.75,233.93,0.8983,1.1
456051 (2006 AW),N,,53.19,0.5981,2.215,10.45,658.68,281.41,113.25,264.02,0.299,3.3
456301 (2006 SV134),N,,,0.4807,1.868,21.54,353.46,217.17,64.4,71.89,0.3861,2.55
456898 (2007 VG184),N,,,0.671,2.384,16.11,531.61,146.91,155.86,228.84,0.2678,3.68
456938 (2007 YV56),Y,,,0.6221,1.576,6.24,571.95,102.36,265.75,203.84,0.498,1.98
456973 (2008 BS2),N,,,0.4712,1.587,14.14,963.69,311.08,351.1,301.51,0.4931,2
457647 (2009 CZ),N,1.958,,0.715,2.285,21.88,413.24,46.59,189.18,177.47,0.2853,3.45
457662 (2009 DZ),Y,,,0.3021,1.453,14.11,836.66,151.44,335.89,349.33,0.5625,1.75
457768 (2009 KN4),Y,,,0.5247,1.941,9.14,566.14,308.21,38.35,219.58,0.3645,2.7
457912 (2009 UW18),N,,,0.4391,1.279,16.99,479.37,227.2,59.85,192.32,0.6813,1.45
458062 (2009 YO),N,,,0.563,1.253,32.01,270.57,266.33,1.83,2.41,0.7029,1.4
458116 (2010 DA),Y,,,0.5657,1.03,20.54,570.03,162.31,122.24,285.48,0.9424,1.05
458122 (2010 EW45),Y,,,0.669,2.067,2.12,722.1,232.92,135.58,353.6,0.3317,2.97
458418 (2011 AM12),Y,,,0.5377,1.854,38.5,562.31,124.76,237.74,199.81,0.3903,2.53
458723 (2011 KQ12),Y,,,0.503,1.811,19.29,400.87,83.61,142.91,174.35,0.4046,2.44
458732 (2011 MD5),N,,,0.6028,2.485,10.55,486.55,170.33,224.89,91.33,0.2516,3.92
459046 (2012 AS10),N,,,0.4873,1.597,12.5,593.12,50.93,194.94,347.25,0.4886,2.02
459119 (2012 BJ134),N,,,0.833,2.256,21.28,524.8,144.49,138.28,242.03,0.291,3.39
459386 (2012 KJ11),N,,,0.5715,1.569,35.83,678.39,339.62,305.31,33.46,0.5017,1.96
459451 (2012 WG32),N,,,0.4959,1.835,17.62,682.86,26.55,300.49,355.82,0.3966,2.48
459458 (2012 XR134),N,,,0.773,2.013,11.99,926.04,217.88,355.47,352.69,0.345,2.86
459462 (2013 AY52),N,,,0.4744,1.314,18.35,716.29,116.32,251.85,348.12,0.6543,1.51
459683 (2013 MY5),Y,0.269,,0.4532,1.662,3,443.79,102.88,279.04,61.87,0.4601,2.14
459872 (2014 EK24),N,,0.0978,0.0701,1.009,4.8,702.08,340.54,63.94,297.6,0.9726,1.01
461353 (1999 LS7),N,,,0.3008,1.01,13.05,641.47,252.29,123.79,265.39,0.9709,1.02
461852 (2006 GY2),Y,,2.25,0.4959,1.858,30.56,358.43,54.29,216.73,87.41,0.3891,2.53
461912 (2006 RG2),N,,,0.6503,2.696,8.58,116.43,30.76,75.26,10.41,0.2227,4.43
462041 (2007 DL8),N,1.847,,0.7632,2.663,19.64,631.58,154.73,135.34,341.51,0.2268,4.35
462550 (2009 CB3),Y,,,0.7237,1.065,21.5,536.36,158.73,229.52,148.11,0.8969,1.1
462736 (2010 BL2),N,,,0.7847,2.225,59.9,477.54,91.22,199.58,186.74,0.297,3.32
462775 (2010 GY6),N,0.579,,0.2343,1.286,21.91,548.33,204.67,116.03,227.63,0.6755,1.46
462959 (2011 DU),Y,,10.29,0.3178,1.172,2.95,461.08,176.87,120.2,164.01,0.7773,1.27
463282 (2012 HR15),N,,,0.7407,2.471,28.24,511.38,80.43,332.87,98.08,0.2537,3.88
463387 (2013 CT82),Y,,,0.6248,2.085,1.8,391.95,271.38,90.54,30.03,0.3275,3.01
463664 (2014 JY24),N,0.868,,0.5928,1.632,19.96,173.82,67.27,38.16,68.39,0.4726,2.09
464797 (2004 FZ1),N,0.726,45.4,0.5309,1.794,52.62,413.77,152.59,89.5,171.68,0.4103,2.4
465402 (2008 HW1),N,,,0.9601,2.587,10.47,713.34,127.46,250.71,335.17,0.2369,4.16
465617 (2009 EK1),Y,,,0.229,1.241,9.12,610.25,358.38,21.87,230,0.713,1.38
465633 (2009 JR5),Y,,,0.3514,1.252,3.95,577.24,128.18,309.95,139.11,0.7032,1.4
465824 (2010 FR),Y,,,0.3654,1.131,14.24,538.4,167.27,272.73,98.4,0.819,1.2
465826 (2010 GA24),Y,0.15,,0.5468,2.097,7.68,529.66,30.66,237.57,261.43,0.3247,3.04
465892 (2010 UT7),Y,,,0.6605,1.584,25.43,371.15,65.75,277.34,28.06,0.4945,1.99
466130 (2012 FZ23),Y,,,0.6104,2.483,75.62,608.54,179.33,358.13,71.08,0.252,3.91
466508 (2014 GY48),Y,,6.82,0.4187,1.61,39.63,280.23,37.62,212.8,29.81,0.4826,2.04
467309 (1996 AW1),Y,,10.773,0.5181,1.534,4.77,437.24,117.51,229.45,90.28,0.5187,1.9
467347 (2003 GR),N,,,0.3177,1.385,55.83,314.02,21.12,273.02,19.88,0.6049,1.63
467372 (2004 LG),N,0.874,,0.8967,2.065,71.17,706.05,256.84,164.72,284.49,0.3321,2.97
